Transportadora;Email;Cidade;UF
ANTARES Cargas;atendimento@antarescargas.com.br;PORTO-VELHO;RO
ASA NORTE;ronaldo@logisticaasanorte.com.br;PORTO-VELHO;RO
ASTR Transportes;logistica@astrtransportes.com.br;PORTO-VELHO;RO
ATUEX;atuex@transatual.com.br;PORTO-VELHO;RO
AVANTE SP;comercial@avantelogistica.com.br;PORTO-VELHO;RO
AVIAT;comercial.sao@aviatcargo.com.br;PORTO-VELHO;RO
AVILOG Logística;comercial1@avilogtransportes.com.br;PORTO-VELHO;RO
AZ DE PRATA;comercial@azdepratatransportadora.com.br;PORTO-VELHO;RO
Alternativa Transportadora;fretes@alternativatransportadora.com.br;PORTO-VELHO;RO
BARONI;comercial02@baronitransportes.com.br;PORTO-VELHO;RO
BCLOG Express;bclog.beatriz@bclogexpress.com.br;PORTO-VELHO;RO
BDG Transportes;contato@bdgtransportes.com.br;PORTO-VELHO;RO
BR LOG;comercial@brlogltda.com.br;PORTO-VELHO;RO
BRAEX Encomedas;comercialspo@braexencomendas.com.br;PORTO-VELHO;RO
BRAEX Logística;braex@braexlogistica.com.br;PORTO-VELHO;RO
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;PORTO-VELHO;RO
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;PORTO-VELHO;RO
BROS Logística;comercial.spo@broslogistica.com.br;PORTO-VELHO;RO
BÚSSOLA;cotacao.sp@bussolalogistica.com.br;PORTO-VELHO;RO
CADORE;saopaulo@cadore.com.br;PORTO-VELHO;RO
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;PORTO-VELHO;RO
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;PORTO-VELHO;RO
CAMPINENSE;atendimento2@campinense.com.br;PORTO-VELHO;RO
CARRION;reginaldo@carriontransportes.com.br;PORTO-VELHO;RO
CARVALIMA;comercial.spo@carvalima.com.br;PORTO-VELHO;RO
CASH LOG;contato@cashlogistica.com.br;PORTO-VELHO;RO
CASTELO Rápido;cotacao@transportecastelo.com.br;PORTO-VELHO;RO
CAVALHEIRO LOG;saopaulo@cavalheirolog.com.br;PORTO-VELHO;RO
CAZAN;comercial@cazantransportes.com.br;PORTO-VELHO;RO
CFG Express;contato@cfgexpress.com.br;PORTO-VELHO;RO
CINCO R Transportes;cotacao@5rtransportes.com.br;PORTO-VELHO;RO
CLARA Transportes;leandro@claralogistica.com.br;PORTO-VELHO;RO
CM2 Transportes;cotacaosp@cm2.com.br;PORTO-VELHO;RO
CM2 Transportes;cotacaosp@cm2urgentes.com;PORTO-VELHO;RO
COMPLETA Transportes;operacional@completatransportes.com.br;PORTO-VELHO;RO
CONTINENTE Cargas;comercial@continentecargas.com.br;PORTO-VELHO;RO
CORDIAL Cargas;comercial@cordialcargas.com.br;PORTO-VELHO;RO
CR LINS;crlins.operacoes@gmail.com;PORTO-VELHO;RO
D'AGOSTINI;leila@dagostini.com.br;PORTO-VELHO;RO
DAGO;atendimento.gru@grupodago.com.br;PORTO-VELHO;RO
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;PORTO-VELHO;RO
DATA;andersonlima@datatransporte.com.br;PORTO-VELHO;RO
DEFINITIVA Logística;comercial@definitivalog.com.br;PORTO-VELHO;RO
DGS Logística;comercial@dgslogistica.com.br;PORTO-VELHO;RO
DHS Express;comercial2@dhsexpress.com.br;PORTO-VELHO;RO
DIA e NOITE;comercial@transportesdiaenoite.com.br;PORTO-VELHO;RO
DIMILL Transportes;dimill@dimilltransportes.com.br;PORTO-VELHO;RO
DJ Transportes;comercial@djtransportes.com;PORTO-VELHO;RO
DL Transporte & Logística;comercial1@dltransportessp.com.br;PORTO-VELHO;RO
DL3 LOG;comercial@dl3log.com.br;PORTO-VELHO;RO
DLK Transportes;comercial@dlktransportes.com.br;PORTO-VELHO;RO
DMARI;gerenciasp1@dmarilogistica.com.br;PORTO-VELHO;RO
ED LOG Transportes;comercial@edlogtransportes.com.br;PORTO-VELHO;RO
ED LOG Transportes;rosana@edlogtransportes.com.br;PORTO-VELHO;RO
EFITRANS;comercialsp@efitrans.com.br;PORTO-VELHO;RO
EJS;cotacao@ejstransportes.com.br;PORTO-VELHO;RO
ENTREGA JÁ;comercial.sp@entregaja.com.br;PORTO-VELHO;RO
ET-Transportes;coletassp@etlog.com.br;PORTO-VELHO;RO
EUREKA;comercial.mtz@eurekatransportes.com.br;PORTO-VELHO;RO
EXPIDEX;comercial2@expidex.com.br;PORTO-VELHO;RO
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;PORTO-VELHO;RO
FALCÃO Transportes;cotacao.falcaotransportes@gmail.com;PORTO-VELHO;RO
FASTLOG ;comercial@fastlogex.com.br;PORTO-VELHO;RO
FAVORITA;umberto@favorita.com.br;PORTO-VELHO;RO
FIEZA Cargas;comercial@fiezacargas.com.br;PORTO-VELHO;RO
FIGUEIREDO Rápido;comercial02.spo@rapidofigueiredo.com.br;PORTO-VELHO;RO
FRANCA EXPRESS;francaexpress@francaexpress.com.br;PORTO-VELHO;RO
FRETEBR Cargas;cotacao@fretebr.net.br;PORTO-VELHO;RO
FRETELOG;comercial@fretelogtransportes.com.br;PORTO-VELHO;RO
FRETTE Intermodal;cotacao@fretteintermodal.com.br;PORTO-VELHO;RO
FUTURA LOG;cotacao@futuralog.com.br;PORTO-VELHO;RO
GAMPER;cotacaosp@transgamper.com.br;PORTO-VELHO;RO
GRIDLOG;comercial.sp@gridlog.com.br;PORTO-VELHO;RO
GUIEX;comercial@guiextransportes.com;PORTO-VELHO;RO
GVTR Transportes;comercial@gvtrtransportes.com.br;PORTO-VELHO;RO
HAPPENING;fabio@happening.com.br;PORTO-VELHO;RO
HELTRAN;comercial@heltran.com.br;PORTO-VELHO;RO
HERVI;claudia@hervi.com.br;PORTO-VELHO;RO
IDEAL Cargas SP;comercial5@idealcargas.com;PORTO-VELHO;RO
IDS -Logística;idslogisticagru@gmail.com;PORTO-VELHO;RO
IMB Logística;cotacao@imblog.com.br;PORTO-VELHO;RO
IMPAKTO;comercial.sp@impaktotransportes.com.br;PORTO-VELHO;RO
IMPÉRIO Logística;comercial@imperiologistica.com.br;PORTO-VELHO;RO
INTER EXPRESSA;comercial@interexpressa.com.br;PORTO-VELHO;RO
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;PORTO-VELHO;RO
J&C;transportesjc366@gmail.com;PORTO-VELHO;RO
JAK LOG;expressojaklogcotacoes@hotmail.com;PORTO-VELHO;RO
JANAÚBA-GRUPO TRM;vendas4@trmlogistica.com;PORTO-VELHO;RO
JAVE Transportes;comercial@javetransportes.com.br;PORTO-VELHO;RO
JEM;cotacao@dfltransportes.com.br;PORTO-VELHO;RO
JHC EXPRESS;comercial@jhcexpress.com;PORTO-VELHO;RO
JJ2000 Transportes;saopaulo@jj2000.com.br;PORTO-VELHO;RO
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;PORTO-VELHO;RO
JOLEEMIX;expedicaosp2@jolee.com.br;PORTO-VELHO;RO
JORTEK Express;comercial@jortek.com.br;PORTO-VELHO;RO
JT Transportes;walquiria@jttransportes.com.br;PORTO-VELHO;RO
JULIA Transportes;cotacao@juliatransportes.com.br;PORTO-VELHO;RO
KADOSHI;comercial@kadoshitransportes.com.br;PORTO-VELHO;RO
KAFENY;kafeny@kafenytransportes.com.br;PORTO-VELHO;RO
KM Cargas;comercial@kmcargas.com.br;PORTO-VELHO;RO
L&A Transportes;operacional@latranslog.com.br;PORTO-VELHO;RO
LATORRE;cotacao@latorretransportes.com.br;PORTO-VELHO;RO
LAURIMAR;comercial@laurimar.com.br;PORTO-VELHO;RO
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;PORTO-VELHO;RO
LEADERSHIP FREIGHT;sao@lfgex.com;PORTO-VELHO;RO
LEOFRAN;comercial.sp@leofran.com.br;PORTO-VELHO;RO
LFE Logística e Armazenagem;financeiro@lfelogistica.com.br;PORTO-VELHO;RO
LGS Logística;comercial@lgslogistica.com.br;PORTO-VELHO;RO
LILOG Express;cotacaoaereo@lilog.com.br;PORTO-VELHO;RO
LILOG Rodoaéreo;cotacao01@lilog.com.br;PORTO-VELHO;RO
LIMA Express;comercial1@lslimaexpress.com.br;PORTO-VELHO;RO
LIVE LOG;comercial@livelogtrans.com.br;PORTO-VELHO;RO
LOG EXPRESS;log-sp@logtransportes.com.br;PORTO-VELHO;RO
LOG7 Transportes;edjaniossp@gmail.com;PORTO-VELHO;RO
LOGAN Express;comercial@ldldistribuidora.com.br;PORTO-VELHO;RO
LOGISTAR;comercial@logistarlog.com.br;PORTO-VELHO;RO
LOGMED;contato@logmed.net;PORTO-VELHO;RO
LOPESTUR Transportes;comercial.sp@lopestur.com.br;PORTO-VELHO;RO
LUKS PRESS;comercial@lukspresstransportes.com.br;PORTO-VELHO;RO
LUNA EXPRESS;contato@lunaexpress.com.br;PORTO-VELHO;RO
LUXUS;sac@expressoluxus.com.br;PORTO-VELHO;RO
LV Transportadora;comercial.sp@transportadoralv.com.br;PORTO-VELHO;RO
MANDALA;cotacao@mandalatransportes.com.br;PORTO-VELHO;RO
MARAJÁ;danilo@marajatransportes.com.br;PORTO-VELHO;RO
MASTERVILLE;comercial@masterville.com.br;PORTO-VELHO;RO
MCP Transportes;comercial@mcptransportes.com.br;PORTO-VELHO;RO
METATRON;cotacao.b@metatronexpress.com.br;PORTO-VELHO;RO
MODULAR;comercialsp@modular.com.br;PORTO-VELHO;RO
MONTANTTE;montantte@montanttetransportes.com.br;PORTO-VELHO;RO
MONTCAR Expresso;saopaulo@expressomontcar.com.br;PORTO-VELHO;RO
MONTONE;vendas2@transmontone.com.br;PORTO-VELHO;RO
MOTIVA;comercial@motivatransportes.com.br;PORTO-VELHO;RO
MVS -Transportes;mvstransportes@hotmail.com;PORTO-VELHO;RO
NACIONAL Cargas;comercial@nacionalcargas.com;PORTO-VELHO;RO
NEXTLOG;comercial@nextlogsp.com.br;PORTO-VELHO;RO
NLT Transportes;nlt@nlttransportes.com;PORTO-VELHO;RO
NOVA BRASÍLIA;comercial@tnb.com.br;PORTO-VELHO;RO
NR Express;comercial@nrexpress.com.br;PORTO-VELHO;RO
OSTEL;ostel@ostel.com.br;PORTO-VELHO;RO
OVERLOG;comercial2@overlog.com.br;PORTO-VELHO;RO
PANTANAL;va_pantanalsp@hotmail.com;PORTO-VELHO;RO
PAPALÉGUAS;sac@papaleguasencomendas.com.br;PORTO-VELHO;RO
PERFECT SP;comercial1@perfectsp.com.br;PORTO-VELHO;RO
PERNAMBUCO;atendimento@pernambucotransportes.com.br;PORTO-VELHO;RO
PETROCARGAS;cotacaosp@petrocargas.com.br;PORTO-VELHO;RO
PETROLINA Expresso;comercial@expressopetrolina.com;PORTO-VELHO;RO
PEXLOG;comercial.sp@pexlog.com.br;PORTO-VELHO;RO
POTENCIAL Cargas;comercial@potencialcargas.com.br;PORTO-VELHO;RO
PRESSÁGIO;cotacao@expressopressagio.com.br;PORTO-VELHO;RO
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;PORTO-VELHO;RO
PROGRESSO;cotacao@progressotransportes.com.br;PORTO-VELHO;RO
QUALY TRANS;marcos@qualytrans.net;PORTO-VELHO;RO
R&J Transportes;cotacao@rjtransportes.com.br;PORTO-VELHO;RO
R&M Transportes;comercial@rmlogisticasp.com.br;PORTO-VELHO;RO
RBL Transportes;comercialsp@rbltransportes.com.br;PORTO-VELHO;RO
RD Expresslog;comercial3@rdexpresslog.com.br;PORTO-VELHO;RO
REDELOG;operacional.sp@redelog.com.br;PORTO-VELHO;RO
REFERENCIAL;referencial@referencialtransportes.com.br;PORTO-VELHO;RO
RFC Transportes;comercial@transportesrfc.com.br;PORTO-VELHO;RO
RG OSASCO;vendasrggo@rgtransportes.com.br;PORTO-VELHO;RO
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;PORTO-VELHO;RO
RHADASSA LOG;comercial@rhadassalog.com.br;PORTO-VELHO;RO
RISPA;contato@rispatransportes.com.br;PORTO-VELHO;RO
RLV LOG Express;cotacao@rlvlog.com.br;PORTO-VELHO;RO
ROCHA ;comercial2@rochatransporte.com.br;PORTO-VELHO;RO
RODOCERTO;assistente.comercial@rodocerto.com.br;PORTO-VELHO;RO
RODOJUNIOR;rodojunior@pocos-net.com.br;PORTO-VELHO;RO
RODONORTE;rodonorte.spo@gmail.com;PORTO-VELHO;RO
RODOVIA SUL;comercialsro@rodoviasul.com.br;PORTO-VELHO;RO
RODOVITOR;cotacao.sp@rodovitortransportes.com.br;PORTO-VELHO;RO
RODUART;atendimento@roduart.com.br;PORTO-VELHO;RO
ROMERA;l.expressoromera@ig.com.br;PORTO-VELHO;RO
RONALDO Transportes;ronaldotransportes027@gmail.com;PORTO-VELHO;RO
RORAIMA Logística;cotacoes@roraimalog.com.br;PORTO-VELHO;RO
ROTA BAHIA;rotabahialogistica01@gmail.com;PORTO-VELHO;RO
RP Transportes;joaovitor@rptransporte.com.br;PORTO-VELHO;RO
RR Cargo;alex.mendes@rrcargo.com.br;PORTO-VELHO;RO
RÁPIDOBR;roberto@rapidobr.com.br;PORTO-VELHO;RO
SANTA LUZIA;atendimento@expressosantaluzia.com.br;PORTO-VELHO;RO
SARON;cotacao@rapidosaron.com.br;PORTO-VELHO;RO
SCARPATO;scarpatope@uol.com.br;PORTO-VELHO;RO
SEGMA;comercial@segmatransporte.com.br;PORTO-VELHO;RO
SJLOG Transportes;comercial@sjlogtransportes.com.br;PORTO-VELHO;RO
SM -Sua Majestade;cotacao@suamajestade.com.br;PORTO-VELHO;RO
SNV Cargas;snvcargas@outlook.com;PORTO-VELHO;RO
SOLIDEZ;telma@solideztrans.com.br;PORTO-VELHO;RO
SONIC;sacsp@sonictransportes.com.br;PORTO-VELHO;RO
SONS Transportes;dayse.comercial@sonstransportes.com;PORTO-VELHO;RO
SPEED Multimodal;comercial.gru@speedmultimodal.com.br;PORTO-VELHO;RO
SPEEDY BRASIL;contato@speedybrasil.com;PORTO-VELHO;RO
SPMax;comercial@spmaxtransportes.com.br;PORTO-VELHO;RO
STREET;comercial@streettransportes.com.br;PORTO-VELHO;RO
SUED Logística;comercial@suedlogistica.com;PORTO-VELHO;RO
SUPERAÇÃO Transporte;comercialmatriz@superacaotransporte.com.br;PORTO-VELHO;RO
SUZARTE;contatosp@suzartetransportes.com.br;PORTO-VELHO;RO
SÃO PAULO -DIRETÃO;atendimentosp@rapidosaopaulo.com.br;PORTO-VELHO;RO
TADEX;tadex@tadex.com.br;PORTO-VELHO;RO
TAMBAÚ;comercial@rapidotambau.com.br;PORTO-VELHO;RO
TB CARGO;brunno@tbcargo.com.br;PORTO-VELHO;RO
TCM Express;gerencia.sp@expresstcm.com.br;PORTO-VELHO;RO
TEIMALOG;comercial@teimalog.com.br;PORTO-VELHO;RO
TESLLA;transportes@tesllalogistica.com;PORTO-VELHO;RO
TFE ;contato@tfetransportes.com.br;PORTO-VELHO;RO
TRAGA-Garcia São Carlos;cotacao@traga.com.br;PORTO-VELHO;RO
TRANS DNL;comercial@transdnl.com.br;PORTO-VELHO;RO
TRANS IMPÉRIO Rodoaéreo;cotacao@transimperio.com;PORTO-VELHO;RO
TRANSARIMATÉIA;transarimateiabauru@uol.com.br;PORTO-VELHO;RO
TRANSCARGA São Carlos;ttsp@terra.com.br;PORTO-VELHO;RO
TRANSCHICÃO;coleta@transchicao.com.br;PORTO-VELHO;RO
TRANSCORTEZ;gerenciacomercial@transcortez.com;PORTO-VELHO;RO
TRANSDEL LOG;fabricio.comercial@transdel.net;PORTO-VELHO;RO
TRANSFACE;comercial.sp02@transface.com.br;PORTO-VELHO;RO
TRANSHIZZA;emerson@transhizza.com.br;PORTO-VELHO;RO
TRANSITA;transita@transita.com.br;PORTO-VELHO;RO
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;PORTO-VELHO;RO
TRANSMISAN;compras@transmisan.com.br;PORTO-VELHO;RO
TRANSNORTEX;comercial.sp@transnortex.com.br;PORTO-VELHO;RO
TRANSOUZA;transouzasp@hotmail.com;PORTO-VELHO;RO
TRANSPALOTA;cotacao@transpalota.com.br;PORTO-VELHO;RO
TRANSPAULA;comercial@transpaula.com.br;PORTO-VELHO;RO
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;PORTO-VELHO;RO
TRANSPEN Cargas;logistica@transpen.com.br;PORTO-VELHO;RO
TRANSR Sorocaba;contato@transrsorocaba.com.br;PORTO-VELHO;RO
TRANSTAVARES;comercial@transtavares.com;PORTO-VELHO;RO
TRANSVOAR;comercial1@transvoar.com.br;PORTO-VELHO;RO
TRANSWELL'S;transwells@transwells.com.br;PORTO-VELHO;RO
TRANSZECÃO;coleta@transzecao.com.br;PORTO-VELHO;RO
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;PORTO-VELHO;RO
TRNLOG Rodoviário Nasa;thais@trnlog.com.br;PORTO-VELHO;RO
TRUCKS Transportes;contato@ricardotruck.com.br;PORTO-VELHO;RO
TUPILOG;cotacao@tupilog.com.br;PORTO-VELHO;RO
UNI BRASIL;adm@unibrasiltransportes.com.br;PORTO-VELHO;RO
VELFRANZ LOG;velfranzlog@gmail.com;PORTO-VELHO;RO
VIA LOG;cotacao.spo@vialogtransporte.com.br;PORTO-VELHO;RO
VIA MUNDO;contato.transvias@viamundotransportes.com.br;PORTO-VELHO;RO
VIA SP Transporte;venancioweriton@gmail.com;PORTO-VELHO;RO
VISÃO Transportes;visao-express@bol.com.br;PORTO-VELHO;RO
VNT;vnt@vnttransportadora.com.br;PORTO-VELHO;RO
VOO Transportes;comercialmtz02@vootransportes.com.br;PORTO-VELHO;RO
VSJ Express;comercial@vsjexpress.com.br;PORTO-VELHO;RO
WELL Rápido Well;cotacao@rapidowell.com.br;PORTO-VELHO;RO
WINNER BRASIL;viviane.winner@winnerbrasillog.com.br;PORTO-VELHO;RO
WRJ Logística;cotacaosp@wrjlogistica.com.br;PORTO-VELHO;RO
X-LOG Transportes;vendas01@x-logtransportes.com.br;PORTO-VELHO;RO
1ª AÇÃO Transportes;comercial@transportesacao.com.br;BOA-VISTA;RR
3A Logística;comercial@3alt.com.br;BOA-VISTA;RR
5 COMETAS;comercial2@5cometas.com.br;BOA-VISTA;RR
A&M LOG Transportes;comercial@amlogtransportes.com.br;BOA-VISTA;RR
ABEA Transportes;abeatransportes@abeatransportes.com.br;BOA-VISTA;RR
ACORRETA;acorreta@acorreta.com.br;BOA-VISTA;RR
ADESSO Transporte;cotacao@adessotransporte.com.br;BOA-VISTA;RR
ADL Transportes;comercial@adllogistica.online;BOA-VISTA;RR
AFINCO;comercial@afincotransportes.com.br;BOA-VISTA;RR
AJ CARGO;comercial@ajcargo.com.br;BOA-VISTA;RR
AKILOG;comercial.sp@aki.log.br;BOA-VISTA;RR
ALEMAR-Log.;alemar_guarulhos@globo.com;BOA-VISTA;RR
ALFA CARGAS ;comercial@alfacargas.com.br;BOA-VISTA;RR
ALI Transportes;comercial@alitransportes.com.br;BOA-VISTA;RR
ALIANÇA Cargas;comercial@1aliancacargas.com.br;BOA-VISTA;RR
ALLIAN;comercial@alliantransportes.com.br;BOA-VISTA;RR
ALLIEX;alianca@alliexlog.com.br;BOA-VISTA;RR
ALPHATRANS;comercial@alphatranstransportadora.com.br;BOA-VISTA;RR
ALUV Logística;cotacao@aluvlog.com.br;BOA-VISTA;RR
AMAZON;ronaldo.silvino@transamazon.com.br;BOA-VISTA;RR
ANDRADES L.L.;cotacao@andradestransportes.com.br;BOA-VISTA;RR
ANTARES Cargas;atendimento@antarescargas.com.br;BOA-VISTA;RR
ASA NORTE;ronaldo@logisticaasanorte.com.br;BOA-VISTA;RR
ASTR Transportes;logistica@astrtransportes.com.br;BOA-VISTA;RR
ATUEX;atuex@transatual.com.br;BOA-VISTA;RR
AVANTE SP;comercial@avantelogistica.com.br;BOA-VISTA;RR
AVIAT;comercial.sao@aviatcargo.com.br;BOA-VISTA;RR
AVILOG Logística;comercial1@avilogtransportes.com.br;BOA-VISTA;RR
AZ DE PRATA;comercial@azdepratatransportadora.com.br;BOA-VISTA;RR
Alternativa Transportadora;fretes@alternativatransportadora.com.br;BOA-VISTA;RR
BARONI;comercial02@baronitransportes.com.br;BOA-VISTA;RR
BCLOG Express;bclog.beatriz@bclogexpress.com.br;BOA-VISTA;RR
BDG Transportes;contato@bdgtransportes.com.br;BOA-VISTA;RR
BR LOG;comercial@brlogltda.com.br;BOA-VISTA;RR
BRAEX Encomedas;comercialspo@braexencomendas.com.br;BOA-VISTA;RR
BRAEX Logística;braex@braexlogistica.com.br;BOA-VISTA;RR
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;BOA-VISTA;RR
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;BOA-VISTA;RR
BROS Logística;comercial.spo@broslogistica.com.br;BOA-VISTA;RR
BÚSSOLA;cotacao.sp@bussolalogistica.com.br;BOA-VISTA;RR
CADORE;saopaulo@cadore.com.br;BOA-VISTA;RR
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;BOA-VISTA;RR
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;BOA-VISTA;RR
CAMPINENSE;atendimento2@campinense.com.br;BOA-VISTA;RR
CARRION;reginaldo@carriontransportes.com.br;BOA-VISTA;RR
CARVALIMA;comercial.spo@carvalima.com.br;BOA-VISTA;RR
CASH LOG;contato@cashlogistica.com.br;BOA-VISTA;RR
CASTELO Rápido;cotacao@transportecastelo.com.br;BOA-VISTA;RR
CAVALHEIRO LOG;saopaulo@cavalheirolog.com.br;BOA-VISTA;RR
CAZAN;comercial@cazantransportes.com.br;BOA-VISTA;RR
CFG Express;contato@cfgexpress.com.br;BOA-VISTA;RR
CINCO R Transportes;cotacao@5rtransportes.com.br;BOA-VISTA;RR
CLARA Transportes;leandro@claralogistica.com.br;BOA-VISTA;RR
CM2 Transportes;cotacaosp@cm2.com.br;BOA-VISTA;RR
CM2 Transportes;cotacaosp@cm2urgentes.com;BOA-VISTA;RR
COMPLETA Transportes;operacional@completatransportes.com.br;BOA-VISTA;RR
CONTINENTE Cargas;comercial@continentecargas.com.br;BOA-VISTA;RR
CORDIAL Cargas;comercial@cordialcargas.com.br;BOA-VISTA;RR
CR LINS;crlins.operacoes@gmail.com;BOA-VISTA;RR
D'AGOSTINI;leila@dagostini.com.br;BOA-VISTA;RR
DAGO;atendimento.gru@grupodago.com.br;BOA-VISTA;RR
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;BOA-VISTA;RR
DATA;andersonlima@datatransporte.com.br;BOA-VISTA;RR
DEFINITIVA Logística;comercial@definitivalog.com.br;BOA-VISTA;RR
DGS Logística;comercial@dgslogistica.com.br;BOA-VISTA;RR
DHS Express;comercial2@dhsexpress.com.br;BOA-VISTA;RR
DIA e NOITE;comercial@transportesdiaenoite.com.br;BOA-VISTA;RR
DIMILL Transportes;dimill@dimilltransportes.com.br;BOA-VISTA;RR
DJ Transportes;comercial@djtransportes.com;BOA-VISTA;RR
DL Transporte & Logística;comercial1@dltransportessp.com.br;BOA-VISTA;RR
DL3 LOG;comercial@dl3log.com.br;BOA-VISTA;RR
DLK Transportes;comercial@dlktransportes.com.br;BOA-VISTA;RR
DMARI;gerenciasp1@dmarilogistica.com.br;BOA-VISTA;RR
ED LOG Transportes;comercial@edlogtransportes.com.br;BOA-VISTA;RR
ED LOG Transportes;rosana@edlogtransportes.com.br;BOA-VISTA;RR
EFITRANS;comercialsp@efitrans.com.br;BOA-VISTA;RR
EJS;cotacao@ejstransportes.com.br;BOA-VISTA;RR
ENTREGA JÁ;comercial.sp@entregaja.com.br;BOA-VISTA;RR
ET-Transportes;coletassp@etlog.com.br;BOA-VISTA;RR
EUREKA;comercial.mtz@eurekatransportes.com.br;BOA-VISTA;RR
EXPIDEX;comercial2@expidex.com.br;BOA-VISTA;RR
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;BOA-VISTA;RR
FALCÃO Transportes;cotacao.falcaotransportes@gmail.com;BOA-VISTA;RR
FASTLOG ;comercial@fastlogex.com.br;BOA-VISTA;RR
FAVORITA;umberto@favorita.com.br;BOA-VISTA;RR
FIEZA Cargas;comercial@fiezacargas.com.br;BOA-VISTA;RR
FIGUEIREDO Rápido;comercial02.spo@rapidofigueiredo.com.br;BOA-VISTA;RR
FRANCA EXPRESS;francaexpress@francaexpress.com.br;BOA-VISTA;RR
FRETEBR Cargas;cotacao@fretebr.net.br;BOA-VISTA;RR
FRETELOG;comercial@fretelogtransportes.com.br;BOA-VISTA;RR
FRETTE Intermodal;cotacao@fretteintermodal.com.br;BOA-VISTA;RR
FUTURA LOG;cotacao@futuralog.com.br;BOA-VISTA;RR
GAMPER;cotacaosp@transgamper.com.br;BOA-VISTA;RR
GRIDLOG;comercial.sp@gridlog.com.br;BOA-VISTA;RR
GUIEX;comercial@guiextransportes.com;BOA-VISTA;RR
GVTR Transportes;comercial@gvtrtransportes.com.br;BOA-VISTA;RR
HAPPENING;fabio@happening.com.br;BOA-VISTA;RR
HELTRAN;comercial@heltran.com.br;BOA-VISTA;RR
HERVI;claudia@hervi.com.br;BOA-VISTA;RR
IDEAL Cargas SP;comercial5@idealcargas.com;BOA-VISTA;RR
IDS -Logística;idslogisticagru@gmail.com;BOA-VISTA;RR
IMB Logística;cotacao@imblog.com.br;BOA-VISTA;RR
IMPAKTO;comercial.sp@impaktotransportes.com.br;BOA-VISTA;RR
IMPÉRIO Logística;comercial@imperiologistica.com.br;BOA-VISTA;RR
INTER EXPRESSA;comercial@interexpressa.com.br;BOA-VISTA;RR
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;BOA-VISTA;RR
J&C;transportesjc366@gmail.com;BOA-VISTA;RR
JAK LOG;expressojaklogcotacoes@hotmail.com;BOA-VISTA;RR
JANAÚBA-GRUPO TRM;vendas4@trmlogistica.com;BOA-VISTA;RR
JAVE Transportes;comercial@javetransportes.com.br;BOA-VISTA;RR
JEM;cotacao@dfltransportes.com.br;BOA-VISTA;RR
JHC EXPRESS;comercial@jhcexpress.com;BOA-VISTA;RR
JJ2000 Transportes;saopaulo@jj2000.com.br;BOA-VISTA;RR
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;BOA-VISTA;RR
JOLEEMIX;expedicaosp2@jolee.com.br;BOA-VISTA;RR
JORTEK Express;comercial@jortek.com.br;BOA-VISTA;RR
JT Transportes;walquiria@jttransportes.com.br;BOA-VISTA;RR
JULIA Transportes;cotacao@juliatransportes.com.br;BOA-VISTA;RR
KADOSHI;comercial@kadoshitransportes.com.br;BOA-VISTA;RR
KAFENY;kafeny@kafenytransportes.com.br;BOA-VISTA;RR
KM Cargas;comercial@kmcargas.com.br;BOA-VISTA;RR
L&A Transportes;operacional@latranslog.com.br;BOA-VISTA;RR
LATORRE;cotacao@latorretransportes.com.br;BOA-VISTA;RR
LAURIMAR;comercial@laurimar.com.br;BOA-VISTA;RR
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;BOA-VISTA;RR
LEADERSHIP FREIGHT;sao@lfgex.com;BOA-VISTA;RR
LEOFRAN;comercial.sp@leofran.com.br;BOA-VISTA;RR
LFE Logística e Armazenagem;financeiro@lfelogistica.com.br;BOA-VISTA;RR
LGS Logística;comercial@lgslogistica.com.br;BOA-VISTA;RR
LILOG Express;cotacaoaereo@lilog.com.br;BOA-VISTA;RR
LILOG Rodoaéreo;cotacao01@lilog.com.br;BOA-VISTA;RR
LIMA Express;comercial1@lslimaexpress.com.br;BOA-VISTA;RR
LIVE LOG;comercial@livelogtrans.com.br;BOA-VISTA;RR
LOG EXPRESS;log-sp@logtransportes.com.br;BOA-VISTA;RR
